url,title,location,canton,difficulty_level,duration_min,distance_km,ascent_m,descent_m,physical_demand,latitude,longitude
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1623/Stadtspaziergang-durch-Biel,Stadtspaziergang durch Biel,Biel / Bienne,BE,T1,170,10.9,195,195,mittel,47.1402077,7.2439029
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1635/Urbane-Wanderung-in-Montreux-VD,Urbane Wanderung in Montreux VD,Château-de-Chillon — Auditorium Stravinsky,VD,T1,60,4.1,25,25,tief,46.4142394,6.9276018
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1630/Hoch-uber-dem-Gurbetal,Hoch über dem Gürbetal,"Rüeggisberg, Post — Gschneit",BE,T1,125,7.5,250,235,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1642/Fernsicht-und-Gipfelschau-im-Voralpengebiet,Fernsicht und Gipfelschau im Voralpengebiet,"Linden, Dorf — Oberdiessbach",BE,T1,195,11.3,380,695,mittel,46.9528755,7.6820339
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1646/Neuenburg-die-gelbe-Stadt,"Neuenburg, die «gelbe Stadt»","Neuchâtel — St-Blaise, CFF",NE,T1,140,9.4,100,115,tief,46.9895828,6.9292641
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1653/Auf-schattigen-Pfaden-rund-um-Grimentz,Auf schattigen Pfaden rund um Grimentz,"Grimentz, pl. du Mélèze",VS,T1,190,9.5,470,470,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1677/Streifzug-durch-das-Grauholz-bei-Bern,Streifzug durch das Grauholz bei Bern,"Habstetten, Rössli",BE,T1,105,6.3,200,200,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1688/Durch-Solothurner-und-Aargauer-Auenlandschaften,Durch Solothurner und Aargauer Auenlandschaften,Olten — Aarau,SO,T1,265,18.4,135,150,mittel,47.3496571,7.903787
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1692/Weitsicht-im-Luzerner-Hinterland,Weitsicht im Luzerner Hinterland,"Wauwil — Alberswil, Dorf",LU,T1,160,10.3,230,215,mittel,47.184353,8.026173
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1689/Am-Sonnenhang-des-Bellinzonese,Am Sonnenhang des Bellinzonese,"Bellinzona — Gudo, Serta",TI,T2,200,11.0,405,415,mittel,46.1920538,9.0205888
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1709/Im-Val-Terbi,Im Val Terbi,"Courchapoix, village",JU,T1,190,12.4,340,340,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1404/Rund-um-die-Stadt-Neuenburg,Rund um die Stadt Neuenburg,"Neuchâtel — Neuchâtel, Place Pury",NE,T1,215,14.2,220,265,mittel,46.9895828,6.9292641
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1718/Vom-Wynental-zum-Sempachersee,Vom Wynental zum Sempachersee,"Beromünster, Flecken — Sempach",LU,T1,230,15.4,265,395,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1728/Den-See-im-Blick,Den See im Blick,Häggenschwil-Winden — Arbon,TG,T1,115,8.0,60,175,tief,47.5038653,9.3586097
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1733/Flanieren-am-Ufer-des-Bodensees,Flanieren am Ufer des Bodensees,Münsterlingen Spital — Konstanz,TG,T1,100,6.9,40,50,tief,47.6320515,9.2361096
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1757/Von-der-Areuse-zum-Neuenburgersee,Von der Areuse zum Neuenburgersee,Boudry Littorail — Auvernier Littorail,NE,T1,100,7.0,40,55,tief,46.9494086,6.8390014
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1785/Ruhige-Insel-im-Chernwald,Ruhige Insel im Chernwald,"Kerns, Post",OW,T1,120,7.6,155,155,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1812/Rund-um-den-Hegewald,Rund um den Hegewald,"Ufhusen, Käserei Dorf — Eriswil, Station",LU,T1,200,11.7,455,430,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1808/Historische-Perlen-im-Basler-Jura,Historische Perlen im Basler Jura,Frenkendorf-Füllinsdorf,BL,T1,145,8.6,355,355,mittel,47.501507,7.7192231
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1807/Rund-um-das-Ruedertal,Rund um das Ruedertal,"Schiltwald, Wendeplatz",AG,T1,175,10.8,310,310,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1803/Winterlicher-Gang-dem-Greifensee-entlang,Winterlicher Gang dem Greifensee entlang,"Maur, See — Greifensee, Städtli",ZH,T1,160,11.2,75,70,tief,47.3403564,8.6791866
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1821/Entdeckungen-im-Neuenburger-Jura,Entdeckungen im Neuenburger Jura,"La Vraconnaz, Les Rochettes — Fleurier",NE,T1,305,17.2,390,775,hoch,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1825/Uber-das-Bruederholz-nach-Basel,Über das Bruederholz nach Basel,"Ettingen, Dorf — Basel, Margarethen",BL,T1,165,11.2,185,230,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1834/Zum-Burgaschisee-im-Wasseramt,Zum Burgäschisee im Wasseramt,"Etziken, Dorf — Sunnhalde",SO,T1,125,8.0,205,180,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1843/Entlang-der-Allaine,Entlang der Allaine,"Courtemaîche — Porrentruy, gare",JU,T1,245,13.6,365,340,mittel,47.458606,7.0467882
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1849/Vom-Glatttal-uber-den-Laubberg-an-den-Rhein,Vom Glatttal über den Laubberg an den Rhein,Glattfelden — Eglisau,ZH,T1,170,11.0,255,270,mittel,47.559752,8.5008282
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1904/Familienwanderung-bei-Bern,Familienwanderung bei Bern,"Bern, Elfenau — Bern Flughafen",BE,T1,65,4.5,20,55,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1914/Winterruhe-am-Hallwilersee,Winterruhe am Hallwilersee,Boniswil — Mosen,AG,T1,195,13.5,120,140,mittel,47.3161571,8.1852511
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1916/Im-Baselbieter-Tafeljura-von-Dorf-zu-Dorf,Im Baselbieter Tafeljura von Dorf zu Dorf,"Anwil, Dorf — Tecknau",BL,T1,150,9.5,235,375,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1919/Die-Selven-von-Alto-Malcantone,Die Selven von Alto Malcantone,"Arosio, Paese — Miglieglia, Paese",TI,T1,215,11.7,445,600,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1937/Winterlicher-Schwarzwassergraben,Winterlicher Schwarzwassergraben,"Mittelhäusern — Oberbalm, Dorf",BE,T1,225,13.0,450,340,mittel,46.8761849,7.36711
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1941/Entlang-der-Bisse-de-Clavau-bei-Sion,Entlang der Bisse de Clavau bei Sion,Sion — St-Léonard,VS,T1,130,8.0,210,195,tief,46.2311749,7.3588795
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1946/Von-Burg-zu-Burg-vor-den-Toren-von-Basel,Von Burg zu Burg vor den Toren von Basel,Muttenz — Pratteln,BL,T1,195,11.6,425,415,mittel,47.525113,7.6477401
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1948/Naturerlebnis-im-Centovalli,Naturerlebnis im Centovalli,Intragna — Ponte Brolla,TI,T1,90,5.9,50,130,tief,46.1775064,8.700411
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1957/Zur-Burg-Hohenklingen-bei-Stein-am-Rhein,Zur Burg Hohenklingen bei Stein am Rhein,Stein am Rhein,SH,T1,135,7.8,300,300,mittel,47.6597323,8.8596823
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2051/Historische-Wanderung-zur-Eisernen-Hand-am-Basler-Rheinknie,Historische Wanderung zur Eisernen Hand am Basler Rheinknie,"Riehen — Wyhlen, Schulzentrum",BS,T1,270,14.2,535,540,mittel,47.5816927,7.6479737
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2054/Idyllische-Wanderung-durchs-Churz-und-Langloch-nach-Schaffhausen,Idyllische Wanderung durchs Churz- und Langloch nach Schaffhausen,"Thayngen — Schaffhausen, Schweizersbild",SH,T1,130,8.4,155,125,tief,47.7470005,8.7061689
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2277/Durch-den-Viadukt-von-Fribourg-wandern,Durch den Viadukt von Fribourg wandern,"Fribourg/Freiburg Poya — Düdingen, Staumauer/Camping",FR,T1,225,14.1,320,375,mittel,46.8150815,7.1560209
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2750/Vom-Sandsteinbruch-bis-zum-Bundeshaus,Vom Sandsteinbruch bis zum Bundeshaus,"Ostermundigen, Rüti — Bern, Kleine Schanze",BE,T1,125,8.1,155,230,tief,46.9575702,7.4938544
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2751/Uferwanderung-entlang-des-Genfersees,Uferwanderung entlang des Genfersees,"Morges — Lausanne, Siège du CIO",VD,T1,160,11.1,50,50,tief,46.5093268,6.498317
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2752/Dem-Rotsee-und-der-Reuss-entlang,Dem Rotsee und der Reuss entlang,"Luzern, Maihof — Luzern",LU,T1,125,7.5,185,190,tief,47.0586151,8.310416
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2754/Spielend-wandern-ins-Herz-von-St-Gallen,Spielend wandern ins Herz von St. Gallen,"Notkersegg — St. Gallen, Bahnhof",SG,T1,90,5.7,150,260,tief,47.4260321,9.4099225
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2755/Auf-historischen-Spuren-durchs-Misox,Auf historischen Spuren durchs Misox,"Roveredo GR, Centro — Grono, Paese",GR,T2,170,8.5,520,470,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2758/Neue-Natur-im-Seebachtal,Neue Natur im Seebachtal,"Nussbaumen TG, Schulhaus — Kartause Ittingen",TG,T1,155,10.5,135,210,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3134/Ursprungliche-und-kultivierte-Natur,Ursprüngliche und kultivierte Natur,"Dardagny, château — Satigny",GE,T1,180,11.5,305,325,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3135/Abenteuer-an-der-ursprunglichen-Sense,Abenteuer an der ursprünglichen Sense,"Zollhaus — Plaffeien, Dorf",FR,T1,125,7.5,175,195,tief,46.7118247,7.3103528
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3283/Charmante-Dorfer-und-wilde-Landschaft-im-Muggiotal,Charmante Dörfer und wilde Landschaft im Muggiotal,"Bruzella, Paese",TI,T2,195,9.5,570,570,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3308/Unterwegs-in-den-Naturparks-des-Mendrisiotto,Unterwegs in den Naturparks des Mendrisiotto,"Chiasso — Balerna, Piazza",TI,T1,350,19.8,780,710,hoch,45.8355209,9.0290169
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3309/Durch-die-waldigen-Taler-des-Monte-Generoso,Durch die waldigen Täler des Monte Generoso,"Salorino, Municipio — Somazzo, Paese",TI,T2,290,15.9,825,730,hoch,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3311/Entlang-der-sudlichen-Grenze-des-Tessins,Entlang der südlichen Grenze des Tessins,"Stabio, Madonnina — Chiasso",TI,T1,220,13.4,375,515,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3312/Durch-das-ursprungliche-Muggiotal,Durch das ursprüngliche Muggiotal,"Scudellate, Paese — Castel S.Pietro, Obino",TI,T2,255,14.0,515,930,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3313/Urbane-Wanderung-entlang-des-Laveggio,Urbane Wanderung entlang des Laveggio,"Stabio, Dazio Vecchio — Capolago, Posta",TI,T1,180,12.3,95,170,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3316/Viel-Aussicht-auf-dem-Monte-San-Giorgio,Viel Aussicht auf dem Monte San Giorgio,"Tremona — Meride, Paese",TI,T2,275,13.4,810,800,hoch,45.8807051,8.9565873
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3317/Fossilienwanderung-am-Monte-San-Giorgio,Fossilienwanderung am Monte San Giorgio,"Meride, Paese — Serpiano (funivia)",TI,T2,165,9.5,400,330,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3382/In-Walsers-Fussstapfen-nach-St-Gallen,In Walsers Fussstapfen nach St. Gallen,"Herisau — St. Gallen, Bahnhof",AR,T1,250,14.1,505,585,mittel,47.38555,9.2787571
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3433/Durch-Rebberge-und-uber-eine-Hangebrucke,Durch Rebberge und über eine Hängebrücke,"Chamoson-St-Pierre-de-Clages — Saillon, Collombeyres",VS,T1,205,11.0,470,490,mittel,46.1889951,7.2408518
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3435/Inspirierende-Weite-am-Genfersee,Inspirierende Weite am Genfersee,"Pully, Chenaulaz — Cully",VD,T1,245,14.7,400,595,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3438/Farbige-Herbstwalder-und-Sandsteinfelsen,Farbige Herbstwälder und Sandsteinfelsen,"Hindelbank, Post — Schönbühl",BE,T1,220,14.1,335,325,mittel,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3441/Durchs-Naherholungsgebiet-bei-Zurich,Durchs Naherholungsgebiet bei Zürich,Zollikerberg — Stettbach,ZH,T1,210,13.4,325,490,mittel,47.3456637,8.5993998
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3455/Vom-Reussufer-zum-Erdmannlistei,Vom Reussufer zum Erdmannlistei,"Rottenschwil, Hecht — Waltenschwil, altes Schulhaus",AG,T1,145,9.6,180,135,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3502/Zu-den-Turmen-am-Baselbieter-Wiseberg,Zu den Türmen am Baselbieter Wiseberg,"Häfelfingen, Bad Ramsach — Läufelfingen",BL,T1,140,7.3,300,480,tief,,
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3506/Milde-Winde-am-Baldeggersee,Milde Winde am Baldeggersee,"Hitzkirch, Bahnhof — Baldegg Kloster",LU,T1,125,8.3,135,125,tief,47.2248217,8.2628804
https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3509/Uber-die-Strada-Romana-am-Monte-Ceneri,Über die Strada Romana am Monte Ceneri,"Rivera-Bironico — Contone, Posta",TI,T2,135,7.7,245,510,tief,46.1240899,8.9249644
